roll_no,grade,name,points,school,section,friends,updated_at
665,11,Cory Roob,3,School 7,Section Section 3,"52, 98, 182, 224, 265, 278, 333, 518, 621, 745, 767, 961",2023-06-13 21:43:09.062166+00:00
666,10,Vidal King,22,School 7,Section Section 1,"23, 622, 644, 814, 827, 870, 923, 975",2023-07-14 20:36:16.087402+00:00
667,9,Roel Jones,29,School 7,Section Section 1,"100, 211, 301, 499, 938",2023-07-19 06:39:26.316050+00:00
668,11,Ted Rogahn,78,School 7,Section Section 2,"28, 111, 853, 885, 986",2023-06-24 15:02:54.384880+00:00
669,12,Vida Wyman,41,School 7,Section Section 2,"155, 614",2023-07-01 00:39:17.466172+00:00
670,10,Elena Lind,60,School 7,Section Section 1,"470, 517, 679, 859, 879, 966",2023-06-11 17:07:42.694928+00:00
671,12,Jena Mraz,12,School 7,Section Section 2,"12, 178, 272, 279, 310, 395, 515, 590, 714",2023-06-01 23:19:04.706350+00:00
672,11,Tiana Ward,21,School 7,Section Section 4,"29, 184, 248, 279, 427, 445, 656, 739, 817",2023-06-02 08:49:02.889757+00:00
673,12,Ari Feeney,35,School 7,Section Section 1,"96, 119, 202, 326, 439, 925",2023-07-25 09:29:34.970845+00:00
674,12,Vada Koss,87,School 7,Section Section 2,"46, 152, 157, 270, 546, 594, 617, 685, 828, 888",2023-07-23 11:16:49.971300+00:00
675,9,Rene Smith,100,School 7,Section Section 4,"39, 112, 338, 393, 415, 473, 708, 779",2023-05-26 21:46:13.019733+00:00
676,11,Josie Rau,50,School 7,Section Section 2,"39, 57, 110, 162, 203, 221, 423, 496, 994",2023-07-25 12:19:48.144357+00:00
677,10,Rod Carter,63,School 7,Section Section 4,"214, 261, 710",2023-06-24 19:03:02.213914+00:00
678,12,Vince Fay,59,School 7,Section Section 3,"377, 814",2023-06-16 21:01:17.399270+00:00
679,11,Roel Jones,21,School 7,Section Section 1,"383, 386, 670, 708, 884",2023-06-13 00:55:40.627445+00:00
680,12,Alene Hane,1,School 7,Section Section 4,"151, 193, 636, 746, 819, 820",2023-06-19 03:32:02.696372+00:00
681,9,Tom Lakin,56,School 7,Section Section 3,"237, 303, 454, 486, 529, 856, 925",2023-07-16 18:11:08.834366+00:00
682,10,Ayden Moen,19,School 7,Section Section 1,"55, 185, 335, 337, 704, 969",2023-06-04 09:32:44.840879+00:00
683,10,Mia Mraz,12,School 7,Section Section 2,"359, 420, 804, 921",2023-06-13 08:51:28.859869+00:00
684,11,Retha Toy,2,School 7,Section Section 2,"134, 317, 404, 572, 659, 971",2023-06-04 09:15:36.861836+00:00
685,12,Cory Roob,44,School 7,Section Section 4,"78, 208, 273, 674, 794, 920",2023-06-06 17:51:29.977635+00:00
686,11,Niko Bosco,98,School 7,Section Section 3,"462, 475, 699, 783",2023-07-06 07:05:09.102019+00:00
687,12,Lelah Wiza,60,School 7,Section Section 3,"5, 488, 784, 787",2023-07-24 07:45:59.228798+00:00
688,11,Mina Feil,98,School 7,Section Section 4,"301, 385, 394, 590, 617, 744, 846, 990",2023-06-03 21:32:35.355330+00:00
689,9,Avery Batz,65,School 7,Section Section 4,"53, 219, 327, 546, 593",2023-05-29 04:38:34.425647+00:00
690,9,Lia Ferry,30,School 7,Section Section 3,"585, 695, 730",2023-06-11 11:26:48.609117+00:00
691,9,Eva Hammes,4,School 7,Section Section 1,"129, 345, 771",2023-06-26 08:56:03.784485+00:00
692,10,Russ Lang,72,School 7,Section Section 1,"273, 287, 617, 699, 775, 942, 970",2023-06-02 21:55:43.065778+00:00
693,9,Larue Metz,89,School 7,Section Section 4,"138, 287, 391, 710, 960",2023-07-09 18:57:17.090797+00:00
694,9,Nico Dare,89,School 7,Section Section 2,"45, 399, 487, 567, 784, 871",2023-07-24 09:10:52.215279+00:00
695,10,Velva Rowe,20,School 7,Section Section 2,"80, 657, 690, 768",2023-05-26 11:05:49.445631+00:00
696,10,Mya Rath,89,School 7,Section Section 2,"20, 242, 251, 449, 819, 959",2023-05-29 08:51:43.572001+00:00
697,10,Jan Little,100,School 7,Section Section 2,"201, 444, 596, 804, 925",2023-07-13 00:00:34.594082+00:00
698,10,Nova Haag,9,School 7,Section Section 2,"184, 372, 551, 762",2023-06-22 06:43:27.711268+00:00
699,9,Adan Rohan,100,School 7,Section Section 1,"44, 215, 283, 522, 637, 686, 692, 947, 990",2023-07-25 23:32:04.792368+00:00
700,12,Nakia Hane,9,School 7,Section Section 2,"16, 155, 710, 711, 840, 854",2023-06-30 12:13:56.872168+00:00
701,12,Dee Rau,80,School 8,Section Section 4,"140, 141, 558, 627, 712, 806, 838, 948, 954",2023-06-10 05:52:04.958817+00:00
702,11,Era Heaney,61,School 8,Section Section 2,"104, 275, 426, 441, 588, 612, 882",2023-06-23 00:32:41.126380+00:00
703,12,Ayden Moen,45,School 8,Section Section 3,"264, 775",2023-06-26 17:34:50.149007+00:00
704,11,Kody Morar,38,School 8,Section Section 3,"94, 174, 225, 361, 597, 682, 792, 802, 828, 844, 853",2023-06-16 07:50:36.277016+00:00
705,9,Lia Ferry,96,School 8,Section Section 3,"373, 437, 535, 880, 961, 968",2023-06-02 11:00:46.505605+00:00
706,10,Jena Mraz,81,School 8,Section Section 4,"12, 208, 227, 828",2023-06-24 09:11:28.733937+00:00
707,10,Vida Wyman,14,School 8,Section Section 1,"16, 85, 165, 314, 459, 495, 593, 782, 797",2023-07-18 23:59:17.801491+00:00
708,10,Mia Mraz,53,School 8,Section Section 3,"417, 612, 675, 679, 709, 792, 903, 926",2023-07-24 14:40:48.883258+00:00
709,11,Brad Walsh,90,School 8,Section Section 2,"40, 119, 465, 509, 551, 708, 853, 885, 943",2023-07-21 13:09:14.895327+00:00
710,11,Retha Toy,53,School 8,Section Section 3,"2, 677, 693, 700",2023-07-17 11:46:35.036178+00:00
711,10,Dean Lang,41,School 8,Section Section 3,"90, 508, 594, 652, 700, 798, 991",2023-06-14 13:37:44.161879+00:00
712,9,Rod Carter,79,School 8,Section Section 2,"93, 112, 119, 701, 862, 911, 959",2023-06-10 01:31:10.287777+00:00
713,9,Tiana Ward,64,School 8,Section Section 3,"5, 261, 641, 861, 972",2023-06-20 17:59:20.458401+00:00
714,9,Dee Rau,31,School 8,Section Section 3,"83, 96, 290, 319, 386, 543, 603, 621, 654, 671, 860",2023-06-20 09:12:18.525966+00:00
715,11,Ayden Moen,20,School 8,Section Section 3,"58, 96, 183, 221, 537",2023-07-01 18:02:55.523870+00:00
716,12,Ottis Torp,83,School 8,Section Section 2,"64, 328, 557, 573, 822, 824",2023-06-12 22:06:56.523110+00:00
717,11,Dee Rau,30,School 8,Section Section 4,"71, 357, 862, 913",2023-06-12 20:33:47.613283+00:00
718,9,Dixie Beer,53,School 8,Section Section 2,"136, 473, 534, 583, 889",2023-07-02 04:45:23.680376+00:00
719,12,Rex Jacobi,48,School 8,Section Section 2,"203, 459, 497, 509, 753",2023-05-29 03:22:12.806816+00:00
720,11,Cora Mills,75,School 8,Section Section 2,"250, 296, 513, 609, 778, 780",2023-05-31 22:03:09.806529+00:00
721,9,Keanu Yost,13,School 8,Section Section 1,"463, 544, 551, 839",2023-06-22 13:07:15.958508+00:00
722,11,Devin Mann,78,School 8,Section Section 4,"115, 441, 506, 588, 626, 641, 811",2023-07-12 23:26:28.141490+00:00
723,12,Mara Crona,85,School 8,Section Section 3,"7, 384, 407, 489, 525, 560, 736",2023-06-10 22:21:52.268427+00:00
724,11,Mia Mraz,1,School 8,Section Section 3,"170, 197, 555, 562, 885, 896, 943",2023-07-19 08:19:37.387650+00:00
725,9,Angie Beer,9,School 8,Section Section 3,"52, 97, 647, 978",2023-07-10 09:45:00.567803+00:00
726,12,Gabe Stamm,58,School 8,Section Section 3,"62, 128, 149, 212, 247, 754, 867",2023-05-30 03:00:45.571457+00:00
727,11,Vita Price,5,School 8,Section Section 3,"189, 261, 328, 381, 464, 613, 654, 811",2023-06-19 23:17:54.671731+00:00
728,9,Dean Lang,100,School 8,Section Section 3,"192, 778",2023-06-10 01:49:44.819935+00:00
729,11,Fleta Batz,5,School 8,Section Section 1,"165, 169, 645, 802, 979",2023-06-26 02:58:33.925224+00:00
730,12,Pat Hirthe,12,School 8,Section Section 1,"199, 396, 573, 575, 690, 769, 816, 879",2023-07-11 02:40:02.041450+00:00
731,12,Alene Hane,0,School 8,Section Section 1,"3, 44, 90, 361, 425, 894",2023-06-16 02:03:18.280546+00:00
732,11,Kale Moen,6,School 8,Section Section 2,"82, 257, 269, 388, 396, 736, 917",2023-07-15 04:49:49.392757+00:00
733,12,Tom Lakin,66,School 8,Section Section 1,"101, 580, 592, 618, 749",2023-07-02 05:20:56.577627+00:00
734,11,Kira Walsh,83,School 8,Section Section 4,"204, 262, 300, 499, 584",2023-07-17 06:45:30.660247+00:00
735,11,Devin Mann,91,School 8,Section Section 3,"118, 254, 293, 448, 625, 757, 862",2023-07-22 11:38:51.784836+00:00
736,10,Velva Lind,4,School 8,Section Section 1,"55, 276, 359, 723, 732, 770, 897",2023-06-19 13:39:07.912707+00:00
737,11,Adan Rohan,1,School 8,Section Section 2,"262, 954",2023-06-03 15:48:08.936350+00:00
738,12,Roel Jones,25,School 8,Section Section 3,"119, 317, 516, 657, 741",2023-07-13 08:05:28.049232+00:00
739,9,Devin Mann,94,School 8,Section Section 3,"150, 258, 672",2023-06-07 20:19:18.051810+00:00
740,11,Myra Runte,29,School 8,Section Section 2,"134, 135, 199, 254, 269, 464, 750, 891",2023-07-03 07:56:21.053372+00:00
741,10,Judy Hills,29,School 8,Section Section 2,"2, 223, 340, 380, 495, 549, 595, 641, 738, 905",2023-06-30 01:11:33.072585+00:00
742,11,Neva Batz,77,School 8,Section Section 2,"132, 336, 470, 521, 652, 937",2023-06-10 07:48:35.089883+00:00
743,10,Arvid Bode,19,School 8,Section Section 3,"183, 498, 535, 540, 583",2023-07-25 16:39:24.115345+00:00
744,12,Neva Batz,26,School 8,Section Section 2,"240, 249, 506, 688, 988",2023-06-09 03:03:18.998089+00:00
745,11,Vince Fay,99,School 8,Section Section 4,"5, 114, 215, 245, 665, 820, 925",2023-06-19 11:44:48.380987+00:00
746,9,Cora Mills,98,School 8,Section Section 3,"32, 604, 624, 658, 680",2023-07-12 23:55:09.389493+00:00
747,10,Vidal King,21,School 8,Section Section 4,"352, 376, 454, 567, 614, 994",2023-07-10 08:51:04.443485+00:00
748,10,Jade Kihn,66,School 8,Section Section 3,"81, 274, 285, 301, 443, 530, 561, 878, 888, 959",2023-07-04 05:09:14.523635+00:00
749,11,Dee Hand,43,School 8,Section Section 2,"389, 591, 733, 901",2023-06-23 06:34:54.545244+00:00
750,12,Era Heaney,51,School 8,Section Section 1,"110, 422, 546, 607, 634, 740, 956",2023-06-07 16:24:54.681280+00:00
751,11,Janae Mohr,91,School 8,Section Section 1,"48, 328, 548, 585, 782, 853",2023-06-17 21:41:38.740695+00:00
752,10,Zane Runte,78,School 8,Section Section 4,"363, 602, 867, 965",2023-06-02 08:01:46.819516+00:00
753,12,Deja Lemke,24,School 8,Section Section 1,"46, 78, 592, 719, 807, 840, 927, 943",2023-07-23 17:43:29.958610+00:00
754,11,Ana Metz,93,School 8,Section Section 4,"69, 306, 386, 726, 993",2023-06-07 09:18:02.082813+00:00
755,12,Brad Walsh,8,School 8,Section Section 1,"3, 225, 249, 351, 759, 784",2023-06-15 12:42:20.097823+00:00
756,10,Velva Lind,80,School 8,Section Section 1,"89, 170, 303, 532, 638, 817, 857",2023-05-28 17:26:07.166330+00:00
757,9,Gabe Stamm,64,School 8,Section Section 4,"126, 177, 268, 353, 598, 623, 735",2023-07-12 02:27:05.169421+00:00
758,9,Dena Purdy,60,School 8,Section Section 1,"55, 477, 615, 797, 828",2023-07-18 06:28:21.168366+00:00
759,9,Buck Auer,85,School 8,Section Section 1,"138, 385, 607, 633, 755, 851",2023-06-12 09:39:58.241427+00:00
760,11,Cory Roob,5,School 8,Section Section 2,"211, 216, 562, 574, 645, 659, 841",2023-07-25 06:53:55.275934+00:00
761,10,Fleta Batz,77,School 8,Section Section 2,"320, 364, 423",2023-05-26 17:24:08.458336+00:00
762,9,Mina Feil,82,School 8,Section Section 3,"111, 294, 295, 311, 489, 628, 698",2023-07-10 07:01:13.598229+00:00
763,9,Pat Hirthe,74,School 8,Section Section 1,"92, 547, 880, 934",2023-07-03 14:41:14.904781+00:00
764,10,Adan Rohan,59,School 8,Section Section 1,"20, 27, 66, 169, 479, 527, 793, 948",2023-06-30 02:26:42.289516+00:00
765,12,Tom Lakin,31,School 8,Section Section 1,"132, 810",2023-06-06 09:27:45.372597+00:00
766,9,Erna Huels,43,School 8,Section Section 3,"435, 453, 472, 528, 541, 545, 985",2023-06-10 17:27:50.500932+00:00
767,9,Cory Roob,12,School 8,Section Section 3,"57, 378, 483, 665, 860, 947",2023-07-14 07:30:05.629413+00:00
768,10,Larue Metz,80,School 8,Section Section 3,"695, 967",2023-05-29 00:34:07.800168+00:00
769,12,Guy Ward,45,School 8,Section Section 2,"209, 356, 447, 730, 850",2023-06-29 21:06:55.922511+00:00
770,10,Keanu Yost,66,School 8,Section Section 4,"184, 386, 422, 552, 736, 939",2023-06-28 14:34:05.949707+00:00
771,12,Angie Beer,77,School 8,Section Section 2,"111, 150, 285, 321, 588, 620, 691, 795",2023-07-15 22:03:43.234606+00:00
772,9,Mara Crona,96,School 8,Section Section 1,"37, 295, 303, 354",2023-06-11 23:11:38.321877+00:00
773,12,Judy Hills,67,School 8,Section Section 2,"412, 479, 537, 625, 930",2023-05-31 12:03:42.531925+00:00
774,12,Josie Rau,96,School 8,Section Section 4,"64, 71, 302, 478, 552, 594, 905",2023-07-18 14:16:52.601357+00:00
775,9,Cora Mills,50,School 8,Section Section 2,"70, 345, 376, 692, 703, 777, 786",2023-06-18 19:25:34.611400+00:00
776,11,Josie Rau,93,School 8,Section Section 3,"56, 305, 423, 502, 664, 899",2023-05-30 14:01:54.660681+00:00
777,12,Cora Mills,44,School 8,Section Section 3,"91, 300, 775, 818, 846, 916",2023-06-18 07:03:27.833536+00:00
778,10,Lloyd Koch,88,School 8,Section Section 4,"3, 107, 196, 583, 586, 720, 728, 999",2023-07-04 06:43:23.833893+00:00
779,11,Dovie Jast,20,School 8,Section Section 4,"142, 243, 254, 469, 620, 675, 934",2023-06-12 19:55:19.869223+00:00
780,9,Velva Rowe,4,School 8,Section Section 4,"413, 497, 570, 618, 720",2023-07-20 21:48:12.963660+00:00
781,9,Vida Wyman,75,School 8,Section Section 1,"56, 112, 525",2023-05-28 03:26:12.985155+00:00
782,9,Kacey Mohr,60,School 8,Section Section 2,"519, 536, 624, 707, 751, 787, 835",2023-07-17 13:24:53.995952+00:00
783,12,Elena Lind,100,School 8,Section Section 1,"216, 297, 516, 686, 849, 854",2023-06-01 09:17:39.056804+00:00
784,12,Alene Hane,25,School 8,Section Section 3,"24, 91, 292, 442, 448, 589, 662, 687, 694, 755, 809, 902, 945",2023-07-14 03:26:27.263910+00:00
785,9,Dee Rau,87,School 8,Section Section 3,"250, 415, 786",2023-06-21 17:15:18.391033+00:00
786,9,Larue Metz,33,School 8,Section Section 2,"156, 582, 775, 785",2023-06-21 00:59:54.449328+00:00
787,11,Cory Roob,44,School 8,Section Section 2,"171, 563, 572, 604, 687, 782, 965",2023-05-30 09:31:28.453260+00:00
788,9,Alene Hane,59,School 8,Section Section 2,"13, 47, 94, 289, 441, 489",2023-06-02 19:28:11.564333+00:00
789,9,Clay Cole,68,School 8,Section Section 1,"52, 153, 303, 543, 814, 831, 984",2023-06-24 08:16:22.792165+00:00
790,11,Franz Huel,25,School 8,Section Section 4,"55, 223, 397, 475, 558, 847, 902",2023-07-25 05:56:14.022607+00:00
791,10,Kacey Mohr,12,School 8,Section Section 3,"14, 250, 466, 591, 988",2023-06-06 19:44:06.086104+00:00
792,10,Mara Crona,18,School 8,Section Section 2,"22, 29, 542, 637, 704, 708, 887, 889",2023-07-25 01:38:19.089474+00:00
793,12,Nakia Hane,96,School 8,Section Section 3,"105, 131, 331, 392, 607, 648, 764",2023-07-22 01:05:03.197630+00:00
794,10,Rod Cremin,64,School 8,Section Section 2,"9, 82, 105, 158, 209, 323, 507, 515, 685",2023-07-12 01:55:05.224202+00:00
795,10,Lola Purdy,23,School 8,Section Section 2,"22, 169, 570, 771, 820, 915",2023-06-20 02:51:14.238528+00:00
796,9,Fern Moen,14,School 8,Section Section 2,"84, 123",2023-07-14 02:21:45.237894+00:00
797,11,Lura Ortiz,42,School 8,Section Section 2,"139, 227, 415, 652, 707, 758",2023-07-08 22:11:14.339344+00:00
798,11,Dee Hand,86,School 8,Section Section 1,"272, 304, 711, 928, 975",2023-07-24 20:08:30.625009+00:00
799,11,Erna Huels,64,School 8,Section Section 2,"242, 391, 449, 465, 644, 810",2023-06-16 15:40:16.795963+00:00
800,9,Fleta Batz,22,School 8,Section Section 1,51,2023-06-27 09:36:07.877109+00:00
801,12,Mya Rath,100,School 9,Section Section 1,"235, 291, 327, 335, 402, 415, 468, 511, 891",2023-06-05 10:21:12.002486+00:00
802,11,Myra Runte,22,School 9,Section Section 3,"192, 317, 375, 619, 704, 729",2023-07-10 15:43:40.128886+00:00
803,10,Tina Smith,60,School 9,Section Section 3,"171, 258, 346, 350, 567, 865",2023-06-24 17:22:30.152785+00:00
804,9,Fern Moen,24,School 9,Section Section 2,"119, 373, 525, 683, 697, 851, 922",2023-07-24 23:31:07.279489+00:00
805,12,Retha Toy,39,School 9,Section Section 4,"28, 249, 409, 528, 615",2023-05-28 03:49:53.348569+00:00
806,12,Vida Wyman,39,School 9,Section Section 2,"161, 215, 258, 391, 399, 659, 701, 833",2023-07-23 21:02:58.428395+00:00
807,12,Lura Ortiz,25,School 9,Section Section 2,"64, 217, 296, 308, 370, 490, 546, 652, 753, 813, 969, 979",2023-05-30 04:16:30.659785+00:00
808,12,Alba Bosco,97,School 9,Section Section 4,"294, 331, 402, 414, 476, 479, 563, 869",2023-07-20 03:29:13.889000+00:00
809,9,Fleta Batz,54,School 9,Section Section 4,"95, 217, 370, 465, 518, 600, 662, 784",2023-06-22 06:49:56.002404+00:00
810,12,Kacey Mohr,19,School 9,Section Section 4,"96, 392, 567, 648, 765, 799, 819",2023-07-08 20:27:00.039331+00:00
811,9,Mavis Jast,92,School 9,Section Section 3,"232, 722, 727, 866, 872, 895, 918",2023-06-09 21:32:13.152571+00:00
812,9,Fleta Batz,43,School 9,Section Section 1,"27, 128, 168, 259, 378, 468, 518, 578, 579, 633",2023-06-10 02:15:15.235592+00:00
813,11,Mia Mraz,29,School 9,Section Section 1,"150, 261, 446, 807",2023-06-30 23:12:48.258151+00:00
814,10,Tom Jacobs,7,School 9,Section Section 2,"438, 513, 666, 678, 789",2023-05-29 12:32:14.281299+00:00
815,10,Russ Lang,79,School 9,Section Section 1,"299, 484, 517, 870",2023-07-08 04:46:41.301907+00:00
816,11,Lloyd Koch,36,School 9,Section Section 4,"126, 298, 331, 393, 433, 541, 730, 971",2023-05-27 16:27:12.329783+00:00
817,10,Retha Toy,18,School 9,Section Section 2,"241, 536, 672, 756",2023-05-29 05:28:50.333155+00:00
818,11,Eva Hammes,39,School 9,Section Section 1,"31, 398, 577, 595, 777",2023-05-29 20:33:36.479046+00:00
819,10,Tiana Ward,19,School 9,Section Section 3,"66, 286, 343, 456, 494, 534, 535, 616, 680, 696, 810",2023-06-03 18:14:17.550458+00:00
820,12,Josie Rau,78,School 9,Section Section 2,"291, 327, 330, 535, 680, 745, 795, 845, 928",2023-05-30 08:32:40.563509+00:00
821,10,Clay Cole,30,School 9,Section Section 1,"79, 102, 427, 638, 897, 958, 970",2023-07-08 02:20:52.711824+00:00
822,10,Guy Ward,92,School 9,Section Section 2,"104, 316, 367, 716, 875, 948",2023-07-20 10:21:02.943667+00:00
823,10,Wade Ebert,6,School 9,Section Section 4,"404, 575",2023-07-08 16:12:24.169452+00:00
824,9,Lia Ferry,98,School 9,Section Section 3,"323, 350, 571, 716",2023-07-10 15:05:18.174115+00:00
825,12,Ari Feeney,0,School 9,Section Section 2,"23, 183, 652, 977",2023-06-06 08:22:35.319908+00:00
826,12,Bell Walsh,86,School 9,Section Section 2,"41, 254, 311, 388, 413, 565, 652, 974",2023-06-07 14:28:57.389055+00:00
827,11,Era Heaney,73,School 9,Section Section 4,"100, 213, 328, 329, 380, 484, 666, 840",2023-07-20 15:04:53.391158+00:00
828,12,Kylee Wolf,41,School 9,Section Section 4,"24, 45, 674, 704, 706, 758, 834",2023-06-21 23:25:24.439128+00:00
829,9,Brad Walsh,78,School 9,Section Section 3,"174, 850, 989",2023-07-13 18:41:20.460847+00:00
830,10,Ryley Beer,35,School 9,Section Section 3,"35, 441",2023-07-08 17:45:47.494884+00:00
831,12,Lura Ortiz,2,School 9,Section Section 2,"107, 248, 302, 483, 513, 789",2023-06-30 16:30:07.668919+00:00
832,11,Ayden Moen,11,School 9,Section Section 2,"111, 207, 252",2023-06-27 20:37:54.786387+00:00
833,10,Deja Lemke,76,School 9,Section Section 2,"32, 198, 455, 589, 806, 881",2023-06-21 03:57:08.855463+00:00
834,9,Wade Ebert,92,School 9,Section Section 2,"46, 602, 828, 842, 973",2023-06-16 07:53:18.010042+00:00
835,12,Mina Feil,51,School 9,Section Section 4,"368, 419, 782, 988",2023-07-17 03:18:03.005831+00:00
836,12,Felipa Von,89,School 9,Section Section 3,"380, 471, 476",2023-06-21 01:53:41.095352+00:00
837,9,Cale Lang,70,School 9,Section Section 2,"168, 507, 521, 956",2023-07-17 12:20:17.268742+00:00
838,12,Ottis Torp,99,School 9,Section Section 2,"92, 569, 701, 980",2023-07-21 12:59:28.301217+00:00
839,11,Judy Hills,31,School 9,Section Section 3,"38, 634, 721, 869, 912, 989",2023-06-06 06:21:16.304209+00:00
840,9,Franz Huel,62,School 9,Section Section 3,"202, 223, 275, 700, 753, 827, 963",2023-07-06 21:20:50.398301+00:00
841,12,Pat Hirthe,10,School 9,Section Section 4,"397, 515, 760",2023-07-10 06:34:24.524682+00:00
842,9,Brad Walsh,11,School 9,Section Section 2,"51, 300, 360, 834, 849",2023-06-01 14:55:43.531741+00:00
843,11,Tom Jacobs,90,School 9,Section Section 2,"11, 178, 587, 921",2023-07-19 16:53:40.570102+00:00
844,11,Rene Smith,49,School 9,Section Section 4,"166, 396, 704, 984",2023-07-15 06:18:51.595548+00:00
845,10,Cale Lang,90,School 9,Section Section 1,"5, 90, 437, 557, 655, 820, 984",2023-07-01 12:00:24.708847+00:00
846,12,Erna Huels,77,School 9,Section Section 2,"171, 239, 296, 443, 566, 688, 777, 945, 947",2023-05-31 16:55:27.713332+00:00
847,11,Pat Hirthe,43,School 9,Section Section 4,"13, 23, 148, 267, 306, 512, 790, 916",2023-05-28 09:05:05.712206+00:00
848,12,Keanu Yost,3,School 9,Section Section 3,"123, 216, 382, 547, 879",2023-07-03 08:06:15.716437+00:00
849,12,Mya Rath,10,School 9,Section Section 2,"36, 202, 271, 500, 783, 842",2023-07-18 02:39:31.713145+00:00
850,12,Wade Ebert,92,School 9,Section Section 2,"526, 769, 829",2023-06-11 04:40:41.713771+00:00
851,9,Era Heaney,73,School 9,Section Section 3,"353, 646, 759, 804, 900, 940",2023-07-06 23:01:51.797886+00:00
852,10,Fleta Batz,74,School 9,Section Section 1,"349, 453, 904",2023-06-13 19:02:05.796735+00:00
853,12,Clay Cole,36,School 9,Section Section 4,"39, 65, 362, 492, 522, 668, 704, 709, 751, 994",2023-07-02 18:31:39.915005+00:00
854,9,Judy Hills,51,School 9,Section Section 3,"140, 203, 405, 498, 610, 625, 700, 783",2023-06-03 18:10:31.027699+00:00
855,10,Ottis Torp,53,School 9,Section Section 4,"134, 201, 211, 239, 438, 946",2023-07-06 11:45:38.167867+00:00
856,9,Clay Cole,72,School 9,Section Section 3,"268, 302, 322, 342, 354, 393, 633, 681, 905, 911, 930, 996",2023-07-05 22:38:47.235766+00:00
857,11,Sim Parker,3,School 9,Section Section 1,"13, 531, 756, 917, 992",2023-07-07 23:37:26.317384+00:00
858,10,Elena Lind,99,School 9,Section Section 1,"3, 21, 148, 150, 163, 269, 318",2023-07-11 08:50:35.326532+00:00
859,11,Rae Mills,97,School 9,Section Section 2,"55, 61, 232, 323, 670, 870, 899, 945",2023-06-11 19:36:46.382996+00:00
860,11,Myra Runte,36,School 9,Section Section 4,"123, 167, 410, 592, 714, 767",2023-06-17 07:08:00.436386+00:00
861,11,Deja Lemke,40,School 9,Section Section 3,"201, 210, 373, 581, 607, 713",2023-07-02 04:06:40.438693+00:00
862,10,Kacey Mohr,51,School 9,Section Section 3,"557, 712, 717, 735, 925, 989",2023-06-04 03:57:13.539759+00:00
863,10,Alba Bosco,40,School 9,Section Section 4,"121, 246, 403, 621, 889",2023-05-31 22:46:49.564870+00:00
864,11,Emil Hills,73,School 9,Section Section 4,"73, 498, 952",2023-06-22 10:36:06.567541+00:00
865,11,Cale Lang,32,School 9,Section Section 2,"68, 258, 261, 488, 502, 581, 638, 803",2023-05-28 06:27:40.714730+00:00
866,12,Eva Hammes,79,School 9,Section Section 2,"102, 264, 444, 526, 536, 551, 662, 664, 811",2023-07-22 15:02:53.775161+00:00
867,9,Ted Rogahn,98,School 9,Section Section 2,"50, 188, 474, 502, 514, 592, 726, 752, 954, 976",2023-07-01 01:14:15.865325+00:00
868,11,Gabe Stamm,34,School 9,Section Section 1,"241, 428, 441, 624, 625, 658, 890, 909",2023-07-07 05:00:38.979665+00:00
869,10,Clay Cole,79,School 9,Section Section 4,"20, 215, 247, 271, 808, 839",2023-07-19 15:43:16.982657+00:00
870,12,Judy Hills,90,School 9,Section Section 4,"129, 352, 464, 517, 613, 666, 815, 859, 945",2023-05-31 15:23:22.130645+00:00
871,10,Erna Huels,18,School 9,Section Section 2,"157, 175, 694",2023-05-30 15:53:12.254047+00:00
872,10,Bell Walsh,62,School 9,Section Section 4,"162, 233, 637, 811",2023-06-09 22:14:07.444792+00:00
873,12,Dena Purdy,92,School 9,Section Section 2,"21, 224, 244, 455, 551, 634, 886, 925",2023-05-28 19:54:15.549002+00:00
874,10,Ana Metz,82,School 9,Section Section 3,"114, 115, 200, 216, 235, 238, 365, 573, 949, 974",2023-06-15 19:36:14.692302+00:00
875,10,Cory Roob,90,School 9,Section Section 2,"66, 433, 822, 939, 945",2023-06-01 06:07:48.715429+00:00
876,11,Nico Dare,69,School 9,Section Section 1,"360, 624, 630, 882, 993, 994",2023-06-19 17:12:07.721279+00:00
877,12,Niko Bosco,47,School 9,Section Section 1,"27, 212, 471, 488, 657",2023-06-08 15:32:44.923973+00:00
878,11,Pat Hirthe,55,School 9,Section Section 3,"260, 344, 364, 496, 498, 748, 934, 944",2023-06-30 19:25:54.925307+00:00
879,10,Franz Huel,68,School 9,Section Section 3,"1, 54, 151, 355, 375, 670, 730, 848",2023-06-06 05:45:29.924856+00:00
880,9,Ted Rogahn,74,School 9,Section Section 3,"60, 91, 146, 181, 280, 303, 705, 763",2023-06-27 22:42:41.924199+00:00
881,11,Dee Rau,2,School 9,Section Section 1,"70, 331, 497, 582, 596, 833",2023-07-03 05:13:48.922354+00:00
882,9,Tom Jacobs,22,School 9,Section Section 2,"54, 80, 135, 291, 374, 501, 617, 702, 876",2023-05-27 05:20:32.979129+00:00
883,11,Josie Rau,13,School 9,Section Section 4,"410, 505",2023-06-22 12:46:44.975980+00:00
884,9,Angie Beer,40,School 9,Section Section 1,"84, 183, 184, 339, 618, 637, 679",2023-06-26 03:51:07.985386+00:00
885,10,Cale Lang,0,School 9,Section Section 2,"101, 185, 320, 353, 360, 386, 434, 616, 668, 709, 724, 904, 961, 973",2023-05-29 03:49:37.985207+00:00
886,12,Dee Hand,72,School 9,Section Section 2,"15, 545, 873, 888, 908, 939, 971",2023-07-11 18:56:11.983599+00:00
